City_ID,City,Country,Latitude,Longitude,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
346,Vokhtoga,RU,58.8147,41.0461,16.36,95,100,4.99,overcast clouds
347,Churapcha,RU,62.0025,132.4325,-50.31,98,97,0.74,overcast clouds
348,Dingle,PH,10.9995,122.6711,74.12,93,46,7.78,scattered clouds
349,Am Timan,TD,11.0297,20.2827,80.46,16,67,5.5,broken clouds
350,San-Pédro,CI,4.7485,-6.6363,80.53,78,34,6.35,scattered clouds
351,Alexandria,EG,31.2156,29.9553,64.94,81,0,13.15,clear sky
352,Wilmington,US,34.2257,-77.9447,55.0,51,0,10.36,clear sky
353,Xaçmaz,AZ,41.4635,48.806,45.48,92,4,4.36,clear sky
354,Shakiso,ET,5.75,38.9167,64.42,42,69,2.77,broken clouds
355,Matadi,CD,-5.8167,13.45,80.89,76,47,2.04,scattered clouds
356,Sydney,AU,-33.8679,151.2073,58.59,91,75,18.41,shower rain
357,Maxixe,MZ,-23.8597,35.3472,81.01,84,61,14.03,broken clouds
358,Hofn,IS,64.2539,-15.2082,22.42,65,100,14.79,overcast clouds
359,Belaya Gora,RU,68.5333,146.4167,-39.32,100,53,1.63,broken clouds
360,Jiwani,PK,25.05,61.7417,74.79,38,0,8.52,clear sky
361,Mahajanga,MG,-15.7167,46.3167,80.62,78,20,5.75,few clouds
362,Horsham,GB,51.064,-0.3272,40.01,81,0,1.14,clear sky
363,Naivasha,KE,-0.7167,36.4359,60.6,82,98,3.85,overcast clouds
364,Gararu,BR,-9.9675,-37.0833,93.45,39,90,14.88,overcast clouds
365,Arrondissement de Verdun,FR,49.25,5.3333,23.41,75,11,7.47,few clouds
366,Esim,GH,4.8699,-2.2405,80.65,76,30,8.61,scattered clouds
367,Samarai,PG,-10.6167,150.6667,81.81,78,96,5.35,overcast clouds
368,Airai,TL,-8.9266,125.4092,59.45,94,99,1.28,overcast clouds
369,Conceição do Araguaia,BR,-8.2578,-49.2647,78.12,80,100,5.66,heavy intensity rain
370,Winona,US,43.9666,-91.7668,20.98,82,100,6.91,overcast clouds
371,Castro,BR,-24.7911,-50.0119,71.62,70,24,3.87,few clouds
372,Nanortalik,GL,60.1432,-45.2371,24.98,69,4,8.59,clear sky
373,Zlobin,HR,45.2924,14.6541,36.79,66,20,11.5,few clouds
374,Nālūt,LY,30.3333,10.85,68.27,27,1,6.8,clear sky
375,Fort Saint James,CA,54.4333,-124.25,2.7,66,89,10.49,overcast clouds
376,Province of Trapani,IT,37.8333,12.6667,59.09,94,20,5.75,few clouds
377,Balikpapan,ID,-1.2675,116.8289,77.99,94,20,3.44,light rain
378,Coxim,BR,-18.5067,-54.76,94.03,38,14,2.84,few clouds
379,Nikel,RU,69.4128,30.222,-0.22,92,35,8.59,scattered clouds
380,Saldanha,ZA,-33.0117,17.9442,73.45,87,35,20.96,scattered clouds
381,Arlit,NE,18.7369,7.3853,78.42,11,2,7.92,clear sky
382,Tezu,IN,27.9167,96.1667,62.69,47,14,4.47,few clouds
383,Laguna,US,38.421,-121.4238,49.96,93,0,0.0,mist
384,La Rioja,ES,42.25,-2.5,37.18,91,14,3.18,few clouds
385,Charcas,MX,23.1333,-101.1167,59.43,49,70,8.86,broken clouds
386,Barra Patuca,HN,15.8,-84.2833,81.86,73,34,11.77,light rain
387,Matiri,TZ,-10.75,34.9,71.4,66,93,1.32,overcast clouds
388,Thinadhoo,MV,0.5333,72.9333,81.1,75,54,10.38,broken clouds
389,Tual,ID,-5.6667,132.75,83.64,77,100,12.06,overcast clouds
390,Codrington,AU,-38.2667,141.9667,50.43,93,0,10.04,clear sky
391,San Rafael,AR,-34.6177,-68.3301,87.94,23,3,16.73,clear sky
392,Tasiilaq,GL,65.6145,-37.6368,15.96,56,0,7.31,clear sky
393,Pouembout,NC,-21.1333,164.9,75.27,88,4,3.69,clear sky
394,Lensk,RU,60.7253,114.9278,-30.24,97,44,3.0,scattered clouds
395,Motygino,RU,58.1831,94.7592,-24.9,100,85,1.9,overcast clouds
396,Atar,MR,20.5169,-13.0499,81.7,20,0,9.82,clear sky
397,Cedar City,US,37.6775,-113.0619,24.4,100,0,0.0,clear sky
398,Skellefteå,SE,64.7507,20.9528,7.16,92,62,5.75,broken clouds
399,Alenquer,BR,-1.9417,-54.7383,96.57,30,13,5.01,few clouds
400,Korla,CN,41.7597,86.1469,18.03,63,30,4.81,scattered clouds
401,Pokrovskoye,RU,47.4157,38.8971,44.49,93,78,8.55,broken clouds
402,Dalvik,IS,65.9702,-18.5286,19.33,88,100,5.19,light snow
403,Bay Roberts,CA,47.5999,-53.2648,36.34,93,99,11.01,overcast clouds
404,Mahibadhoo,MV,3.7833,72.9667,81.01,76,71,11.07,broken clouds
405,Port-Gentil,GA,-0.7193,8.7815,80.56,83,20,10.36,few clouds
406,Nara,JP,34.6851,135.8049,42.49,69,90,9.26,overcast clouds
407,Tateyama,JP,34.9833,139.8667,47.57,88,100,5.44,overcast clouds
408,Kostanay,KZ,53.1667,63.5833,19.69,93,0,2.24,clear sky
409,Saint-Joseph,RE,-21.3667,55.6167,77.38,80,67,12.46,broken clouds
410,Camalú,MX,30.85,-116.0667,61.0,34,95,1.21,overcast clouds
411,Praia da Vitória,PT,38.7333,-27.0667,66.45,88,40,35.48,light intensity shower rain
412,Monoharpur,IN,22.1083,88.0789,65.35,27,9,6.26,clear sky
413,Revda,RU,56.801,59.9303,13.06,97,100,3.18,overcast clouds
414,Mirny,RU,62.5353,113.9611,-37.89,100,97,2.64,overcast clouds
415,Schattdorf,CH,46.8655,8.6547,31.53,51,43,5.86,scattered clouds
416,Huanan,CN,46.2167,130.5167,-8.99,97,89,6.11,overcast clouds
417,Neijiang,CN,29.5835,105.0622,41.72,70,77,3.22,broken clouds
418,Kalispell,US,48.1958,-114.3129,24.39,93,100,0.0,overcast clouds
419,Zhangye,CN,38.9342,100.4517,14.16,46,0,6.08,clear sky
420,Ol'ga,RU,43.7444,135.2892,4.06,64,33,11.5,scattered clouds
421,Santa Paula,US,34.3542,-119.0593,60.84,31,0,13.8,clear sky
422,Los Zacatones,MX,22.95,-102.05,66.58,15,42,10.13,scattered clouds
423,Maumere,ID,-8.6199,122.2111,77.61,79,97,4.54,overcast clouds
424,Guarapuava,BR,-25.3953,-51.4581,74.93,46,39,2.06,scattered clouds
425,Gouré,NE,13.9835,10.2704,74.59,16,95,9.91,overcast clouds
426,Vestmanna,FO,62.1564,-7.1664,29.32,64,75,16.11,broken clouds
427,Vălenii de Munte,RO,45.1833,26.0333,46.83,81,65,3.44,broken clouds
428,Coahuayana Viejo,MX,18.7333,-103.6833,81.05,53,99,3.69,overcast clouds
429,Hirara,JP,24.8,125.2833,59.85,66,100,37.36,light rain
430,Buzuluk,RU,52.7807,52.2635,25.38,85,100,8.57,snow
431,Aksarka,RU,66.5606,67.7975,3.36,94,99,4.38,overcast clouds
432,Chara,RU,56.9064,118.2631,-31.58,76,3,0.34,clear sky
433,Caohe,CN,30.2297,115.4335,29.68,23,3,2.28,clear sky
434,Beloha,MG,-25.1667,45.05,72.39,88,99,6.4,light rain
435,Ulaangom,MN,49.9811,92.0667,-18.92,98,95,1.54,overcast clouds
436,Sorong,ID,-0.8833,131.25,75.76,94,100,3.58,overcast clouds
437,Tanabe,JP,33.7333,135.3667,42.04,71,77,23.6,broken clouds
438,Pamplona,ES,42.8169,-1.6432,45.46,84,40,4.61,scattered clouds
439,Mehrān,IR,33.1222,46.1646,62.29,48,0,5.28,clear sky
440,Tilichiki,RU,60.4667,166.1,26.65,95,100,12.39,snow
441,Keetmanshoop,NA,-26.5833,18.1333,77.56,37,0,18.59,clear sky
442,Lata,PT,40.1629,-8.3327,54.91,92,69,2.42,broken clouds
443,Liberal,US,37.0431,-100.921,36.64,30,0,5.75,clear sky
444,High Level,CA,58.5169,-117.136,-5.69,84,75,17.27,broken clouds
445,Eskilstuna,SE,59.3666,16.5077,28.18,93,84,10.4,broken clouds
446,Salalah,OM,17.0151,54.0924,82.49,26,0,12.66,clear sky
447,Shalyhyne,UA,51.5717,34.1217,39.11,100,100,11.97,overcast clouds
448,Wiehl,DE,50.95,7.5333,27.39,95,2,4.25,clear sky
449,Chaltyr,RU,47.2848,39.4823,45.37,88,70,7.63,broken clouds
450,Mazatlán,MX,23.2167,-106.4167,73.02,74,20,0.0,few clouds
451,Cariamanga,EC,-4.3333,-79.55,66.97,46,93,5.41,overcast clouds
452,San Fernando del Valle de Catamarca,AR,-28.4696,-65.7852,67.41,41,90,8.41,overcast clouds
453,Bubaque,GW,11.2833,-15.8333,82.13,59,3,9.98,clear sky
454,Zarubino,RU,42.63,131.0922,6.94,61,77,17.74,broken clouds
455,Hualmay,PE,-11.0964,-77.6139,74.37,71,41,11.07,scattered clouds
456,Akşehir,TR,38.3575,31.4164,50.76,71,100,2.17,overcast clouds
457,Bandarbeyla,SO,9.4942,50.8122,76.73,73,16,22.84,few clouds
458,Garoowe,SO,8.4054,48.4845,73.76,47,4,19.08,clear sky
459,Morehead,US,37.2711,-87.1764,39.99,52,40,12.66,scattered clouds
460,Antsohihy,MG,-14.8796,47.9875,77.92,81,100,1.39,light rain
461,Kavaratti,IN,10.5669,72.642,81.21,67,1,3.67,clear sky
462,Wheeling,US,42.1392,-87.929,25.99,79,100,19.57,overcast clouds
463,Bignona,SN,12.8103,-16.2264,89.94,15,7,3.96,clear sky
464,Aykhal,RU,66.0,111.5,-23.51,100,100,4.05,overcast clouds
465,Radzyń Podlaski,PL,51.7833,22.6167,21.81,92,100,12.03,overcast clouds
466,Huilong,CN,31.8111,121.655,25.93,34,1,16.78,clear sky
467,Tessalit,ML,20.1986,1.0114,77.77,10,0,7.54,clear sky
468,Hervey Bay,AU,-25.2986,152.8535,71.38,71,93,18.61,overcast clouds
469,Novovasylivka,UA,46.8315,35.7536,49.84,92,85,15.95,overcast clouds
470,Fairbanks,US,64.8378,-147.7164,-25.64,72,0,0.0,clear sky
471,Okha,RU,53.5739,142.9478,4.19,96,100,8.75,overcast clouds
472,City of San Pedro,PH,14.35,121.0167,80.35,89,40,5.75,scattered clouds
473,Yangi Marg`ilon,UZ,40.4272,71.7189,30.92,86,52,4.61,mist
474,Vestmannaeyjar,IS,63.4427,-20.2734,32.99,100,75,42.57,broken clouds
475,Northampton,US,40.8754,-75.2499,40.24,62,19,3.0,few clouds
476,St. George's,GD,12.0564,-61.7485,85.68,66,40,20.71,scattered clouds
477,Isabela,PH,6.7085,121.9711,79.02,80,100,1.77,overcast clouds
478,Tehri,IN,30.3833,78.4833,53.35,40,0,4.5,clear sky
479,Fortuna,US,40.5982,-124.1573,35.94,100,0,0.0,clear sky
480,Udachny,RU,66.4167,112.4,-38.88,100,77,3.15,broken clouds
481,Shunyi,CN,40.125,116.6453,10.35,48,0,4.47,clear sky
482,Conde,BR,-7.2597,-34.9075,85.46,51,40,11.5,scattered clouds
483,Camacha,PT,33.0833,-16.3333,63.82,72,20,13.8,few clouds
484,Kalianget,ID,-7.05,113.9333,79.16,81,97,5.28,overcast clouds
485,Jalu,LY,29.0331,21.5482,66.25,43,0,8.43,clear sky
486,Buturlinovka,RU,50.8239,40.6092,40.89,96,100,15.01,light rain
487,Coalinga,US,36.1397,-120.3602,32.25,52,9,2.51,clear sky
488,Bara,NG,10.3744,10.7288,80.13,18,96,7.56,overcast clouds
489,Dalby,AU,-27.1833,151.2667,61.99,82,51,11.48,broken clouds
490,San Francisco,US,37.7749,-122.4194,52.27,67,0,11.01,clear sky
491,Chokurdakh,RU,70.6333,147.9167,-38.29,100,23,2.71,few clouds
492,Haimen,CN,23.1935,116.6142,49.89,48,83,15.21,broken clouds
493,Seoul,KR,37.5683,126.9778,15.24,55,0,6.91,clear sky
494,Ancud,CL,-41.8697,-73.8203,61.32,70,56,10.6,broken clouds
495,Ţahţā,EG,26.7693,31.5021,70.84,29,0,4.32,clear sky
496,Effingham County,US,32.3669,-81.3332,60.75,34,93,9.62,overcast clouds
497,Aswān,EG,24.0934,32.907,78.1,33,0,5.75,clear sky
498,Boyolangu,ID,-8.1181,111.8935,75.15,90,99,1.61,overcast clouds
499,Macaúbas,BR,-13.0194,-42.6986,69.49,91,100,1.77,overcast clouds
500,Gemeente Wageningen,NL,51.9667,5.6667,29.08,89,100,5.75,mist
501,Mali,GN,12.079,-12.2982,72.03,18,2,2.28,clear sky
502,Rundu,NA,-17.9333,19.7667,74.1,46,39,5.68,scattered clouds
503,Mumford,GH,5.2618,-0.759,80.4,81,83,10.29,broken clouds
504,Resistencia,AR,-27.4606,-58.9839,85.98,28,75,5.75,broken clouds
505,Sharjah city,AE,25.3573,55.4033,78.78,53,0,8.05,clear sky
506,Port Lincoln,AU,-34.7333,135.8667,60.89,88,100,13.89,overcast clouds
507,Marawi,PH,7.9986,124.2928,67.96,97,100,1.88,overcast clouds
508,Yulara,AU,-25.2406,130.9889,67.77,53,82,14.32,broken clouds
509,Gold Coast,AU,-28.0,153.4333,68.0,74,78,13.8,broken clouds
510,Arkhipo-Osipovka,RU,44.37,38.52,53.44,73,55,4.43,broken clouds
511,Kudahuvadhoo,MV,2.6708,72.8944,81.0,75,53,10.38,broken clouds
512,Tiznit Province,MA,29.5833,-9.5,61.27,63,0,6.04,clear sky
513,Alice Springs,AU,-23.7,133.8833,67.55,37,40,2.3,scattered clouds
514,Moose Factory,CA,51.2585,-80.6094,30.18,86,100,6.91,overcast clouds
515,Ola,RU,59.5833,151.2833,12.83,81,100,20.38,overcast clouds
516,Hermosillo,MX,29.0667,-110.9667,64.24,42,0,5.01,clear sky
517,Manadhoo,MV,5.7667,73.3833,81.27,73,57,9.53,broken clouds
518,Hambantota,LK,6.1241,81.1185,76.78,79,100,16.44,overcast clouds
519,Yaan,NG,7.3833,8.5667,81.46,18,100,4.41,overcast clouds
520,Buenaventura,CO,3.8801,-77.0312,78.58,90,100,4.76,overcast clouds
521,Westport,US,41.1415,-73.3579,46.44,58,0,13.8,clear sky
522,Northam,GB,51.0333,-4.2167,40.39,83,77,11.03,broken clouds
523,Belmonte,BR,-15.8631,-38.8828,81.18,73,91,12.62,overcast clouds
524,Losinyy,RU,57.1386,61.0666,15.55,94,82,4.43,broken clouds
525,Arzgir,RU,45.3728,44.2206,39.43,82,27,9.26,scattered clouds
526,Mandalgovi,MN,45.7625,106.2708,7.54,55,41,6.76,scattered clouds
527,Astoria,US,46.1879,-123.8313,38.86,97,100,4.61,mist
528,Ushtobe,KZ,45.2514,77.9838,11.41,93,33,4.74,scattered clouds
529,Maryborough,AU,-25.5333,152.7,67.5,76,92,7.99,overcast clouds
530,That Phanom,TH,16.9364,104.7104,56.91,60,16,11.61,few clouds
531,Mafeteng,LS,-29.823,27.2374,64.0,61,87,4.7,light rain
532,Barcelona,ES,41.3888,2.159,56.53,79,20,0.0,few clouds
533,Kampene,CD,-3.6,26.6667,70.57,86,91,0.22,light rain
534,Holland,US,42.7875,-86.1089,30.38,87,100,13.8,snow
535,Varca,IN,15.2167,73.9167,78.73,69,22,5.46,few clouds
536,Al Bardīyah,LY,31.7561,25.0865,65.77,81,63,9.24,broken clouds
537,Mangai,CD,-4.05,19.5333,71.76,89,97,1.01,overcast clouds
538,Alcamo,IT,37.9983,12.9565,60.96,83,100,3.02,overcast clouds
539,Caniço,PT,32.6333,-16.85,68.72,84,20,20.71,few clouds
540,Avilés,ES,43.5547,-5.9248,54.37,78,20,0.0,few clouds
541,Narsaq,GL,60.9167,-46.05,14.22,67,5,6.35,clear sky
542,Roald,NO,62.5833,6.1333,33.94,64,0,20.71,clear sky
543,Caranavi,BO,-15.8167,-67.55,81.91,48,99,2.51,overcast clouds
544,Saint-Pierre,RE,-21.3393,55.4781,78.48,73,0,4.61,clear sky
545,Charters Towers,AU,-20.1,146.2667,72.45,80,50,14.05,scattered clouds
546,Riberalta,BO,-10.9833,-66.1,86.2,70,75,4.61,broken clouds
547,Ruidoso,US,33.3317,-105.673,48.06,30,0,10.36,clear sky
548,Eyrarbakki,IS,63.863,-21.1481,26.65,76,100,21.09,overcast clouds
549,Gloversville,US,43.0528,-74.3438,37.74,88,100,6.91,overcast clouds
550,Coquimbo,CL,-29.9533,-71.3436,64.13,77,100,4.61,overcast clouds
551,Urengoy,RU,65.9667,78.3667,5.59,96,100,7.23,light snow
552,French Harbor,HN,16.35,-86.4333,84.07,85,75,11.5,broken clouds
553,Novobiryusinskiy,RU,56.9578,97.7076,-13.58,100,59,0.96,broken clouds
554,Grand Junction,US,39.0639,-108.5507,22.33,53,0,13.8,clear sky
555,Camaná,PE,-16.6228,-72.7111,71.98,76,100,6.73,overcast clouds
556,East Islip,US,40.732,-73.1857,46.63,58,20,14.97,few clouds
557,Burns Lake,CA,54.2331,-125.7533,6.22,61,100,3.65,overcast clouds
558,Katherine,AU,-14.4667,132.2667,75.52,94,100,4.61,light rain
559,Matagami,CA,49.7502,-77.6328,26.71,93,100,6.91,overcast clouds
560,Tura,IN,25.5198,90.2201,61.52,86,6,2.73,clear sky
561,Chingola,ZM,-12.529,27.8838,63.73,94,100,4.92,light rain
562,Gushikawa,JP,26.3544,127.8686,60.03,58,100,20.71,overcast clouds
563,Fuyu,CN,45.1833,124.8167,-4.36,64,82,5.86,broken clouds
564,Price,US,39.5994,-110.8107,20.12,53,0,3.44,clear sky
565,Xichang,CN,27.8964,102.2634,34.03,80,91,1.77,overcast clouds
566,Quime,BO,-16.9833,-67.2167,58.53,76,95,5.73,overcast clouds
567,Kulhudhuffushi,MV,6.6221,73.07,81.43,71,56,10.02,broken clouds
568,Ust'-Kan,RU,50.9276,84.761,9.61,78,44,3.33,scattered clouds
569,Opuwo,NA,-18.0607,13.84,79.83,35,49,15.17,scattered clouds
570,Brentwood,US,40.7812,-73.2462,46.44,59,20,14.97,few clouds
571,Newport,GB,51.5877,-2.9984,41.54,77,98,10.51,overcast clouds
572,Sechura,PE,-5.5569,-80.8222,79.93,55,100,10.04,overcast clouds
573,Caravelas,BR,-17.7125,-39.2481,78.75,87,100,7.99,overcast clouds
574,Ialibu,PG,-6.2821,143.9935,57.02,98,100,0.63,overcast clouds
575,Rafrāf,TN,37.1904,10.1837,59.32,65,95,2.73,overcast clouds
576,Florianópolis,BR,-27.6146,-48.5012,72.63,57,0,9.22,clear sky
577,Brigantine,US,39.4101,-74.3646,47.14,50,0,16.11,clear sky
578,Sand Springs,US,36.1398,-96.1089,38.95,44,0,10.36,clear sky
579,Karatuzskoye,RU,53.6072,92.8667,-9.99,99,9,1.12,clear sky
580,Svendborg,DK,55.0598,10.6068,29.86,87,47,15.05,scattered clouds
581,Ugoofaaru,MV,5.6667,73.0,81.14,75,60,9.46,broken clouds
582,Amahai,ID,-3.3333,128.9167,77.99,87,98,3.67,overcast clouds
583,Paraíso,CR,9.8383,-83.8656,78.89,72,72,5.53,broken clouds
584,Canmore,CA,51.0834,-115.3521,4.48,78,100,10.36,light snow
585,Auki,SB,-8.7676,160.7034,75.96,88,39,3.74,scattered clouds
586,San Quintín,MX,30.4833,-115.95,61.5,40,87,1.88,overcast clouds
587,Maningrida,AU,-12.0667,134.2667,78.69,84,100,4.18,overcast clouds
588,Verāval,IN,20.9,70.3667,76.73,59,31,5.1,scattered clouds
589,Oddur,SO,4.1213,43.8894,79.63,33,11,7.58,few clouds
590,Ucluelet,CA,48.9329,-125.5528,38.08,92,98,2.62,overcast clouds
591,Dalbandin,PK,28.8947,64.4101,53.33,30,0,2.33,clear sky
592,Mpika,ZM,-11.8343,31.4529,64.58,88,89,3.56,overcast clouds
593,Boulsa,BF,12.6675,-0.5758,82.98,15,3,8.01,clear sky
594,Porto-Novo,BJ,6.4965,2.6036,84.02,75,100,8.5,overcast clouds
595,Salamiyah,SY,35.0113,37.0532,57.74,57,19,4.18,few clouds
596,Pokhara,NP,28.2333,83.9833,55.49,62,15,4.85,few clouds
597,Guarapari,BR,-20.6667,-40.4975,78.57,84,98,8.34,overcast clouds
598,Izmaylovo,RU,53.7211,47.2458,29.25,93,100,10.71,light snow
599,Wajima,JP,37.4,136.9,38.84,77,100,31.36,overcast clouds
600,Hedaru,TZ,-4.5,37.9,76.21,67,68,5.23,broken clouds
601,Sisimiut,GL,66.9395,-53.6735,17.91,69,100,15.17,overcast clouds
602,Qaqortoq,GL,60.7167,-46.0333,12.72,69,5,6.4,clear sky
603,Bahir Dar,ET,11.5936,37.3908,67.69,47,48,3.83,scattered clouds
604,Ailigandí,PA,9.2333,-78.0167,82.78,74,35,5.53,scattered clouds
605,Neuquén,AR,-38.9516,-68.0591,85.89,17,0,11.5,clear sky
606,Esmeralda,CU,21.8525,-78.1169,86.45,38,0,5.82,clear sky
607,Eshowe,ZA,-28.8865,31.4699,67.86,89,62,6.15,light rain
608,Lanzhou,CN,36.0564,103.7922,18.79,64,0,2.04,clear sky
609,Nizhnevartovsk,RU,60.9344,76.5531,1.42,78,100,8.99,light snow
610,Thohoyandou,ZA,-22.9456,30.485,78.6,62,100,2.95,light rain
611,Atambua,ID,-9.1061,124.8925,72.12,88,99,2.48,overcast clouds
612,Lashio,MM,22.9333,97.75,63.54,74,100,1.77,overcast clouds
613,Batemans Bay,AU,-35.7167,150.1833,55.04,73,66,7.74,broken clouds
614,Rāiganj,IN,25.6167,88.1167,65.17,48,1,6.69,clear sky
615,Henties Bay,NA,-22.116,14.2845,64.85,91,12,8.05,few clouds
616,Arucas,ES,28.1198,-15.5233,66.97,76,16,6.11,few clouds
617,San Juan,AR,-31.5375,-68.5364,87.44,22,0,9.04,clear sky
618,Jaguaruna,BR,-28.615,-49.0256,71.4,61,95,6.85,overcast clouds
619,Yarmouth,US,41.7057,-70.2286,42.03,89,100,23.0,overcast clouds
620,Izumo,JP,35.3667,132.7667,35.55,83,100,23.44,overcast clouds
621,Husavik,IS,66.0449,-17.3389,18.82,80,100,4.88,overcast clouds
622,Kajaani,FI,64.2273,27.7285,23.05,86,75,12.66,light snow
623,Watertown,US,42.3709,-71.1828,43.47,85,75,14.97,broken clouds
624,Houma,US,29.5958,-90.7195,51.01,86,100,12.66,overcast clouds
625,Rocha,UY,-34.4833,-54.3333,74.71,37,57,16.78,broken clouds
626,General Pico,AR,-35.6566,-63.7568,90.81,14,0,13.78,clear sky
627,Krasnosel'kup,RU,65.7,82.4667,4.95,95,100,16.02,light snow
628,Tripoli,LY,32.8752,13.1875,65.66,74,0,6.87,clear sky
629,Våler,NO,60.6785,11.8331,8.58,99,100,1.39,overcast clouds
630,Yunyang,CN,33.4474,112.7142,26.76,19,0,3.8,clear sky
631,Mama,RU,58.3106,112.8986,-4.85,98,100,4.25,overcast clouds
632,Zheleznodorozhnyy,RU,55.7503,38.0042,25.36,96,100,8.79,light snow
633,Pringsewu,ID,-5.3582,104.9744,73.29,93,53,2.84,broken clouds
634,Leningradskiy,RU,69.3833,178.4167,0.39,83,14,3.04,few clouds
635,Brae,GB,60.3964,-1.353,40.93,74,77,18.68,light rain
636,Lešnica,RS,44.6525,19.31,38.66,72,99,7.61,overcast clouds
637,Ciudad de Armería,MX,18.9333,-103.9667,79.9,48,99,2.84,overcast clouds
638,Shibetsu,JP,43.659,145.132,31.71,98,100,14.14,light snow
639,Biak,ID,-0.9131,122.8766,75.96,85,100,6.38,moderate rain
640,Baykit,RU,61.67,96.37,-23.48,100,51,1.57,broken clouds
641,Zhigansk,RU,66.7697,123.3711,-45.33,98,95,6.62,overcast clouds
642,Makakilo City,US,21.3469,-158.0858,69.62,82,0,5.75,clear sky
643,Kenora,CA,49.8167,-94.4337,13.17,85,100,11.5,light snow
644,North Platte,US,41.1239,-100.7654,31.12,58,100,14.0,overcast clouds
645,Gravdal,NO,68.1214,13.5031,28.29,100,75,6.91,light snow
646,Monrovia,LR,6.3005,-10.7969,85.77,74,36,9.51,scattered clouds
647,Aksu,CN,41.1231,80.2644,18.16,46,2,0.65,clear sky
648,Aginskoye,RU,51.1,114.53,-4.5,94,100,1.5,overcast clouds
649,Bereslavka,RU,48.6254,44.0449,32.77,88,92,10.18,overcast clouds
650,Saint-François,FR,46.4154,3.9054,23.68,93,100,3.44,fog
651,Worthing,GB,50.8145,-0.3713,40.89,74,0,9.22,clear sky
652,Rincon,US,32.296,-81.2354,61.86,27,75,8.05,broken clouds
653,Colorado Springs,US,38.8339,-104.8214,35.83,22,0,9.22,clear sky
654,Ubari,LY,26.5921,12.7805,68.76,27,0,7.7,clear sky
655,Oistins,BB,13.0667,-59.5333,84.29,65,20,24.16,few clouds
656,Fryazino,RU,55.9606,38.0456,24.21,96,100,9.06,light snow
657,Mayumba,GA,-3.432,10.6554,78.1,86,85,6.55,light rain
658,Ipixuna,BR,-1.7625,-48.8043,84.04,65,78,2.48,broken clouds
659,Sergeevka,KZ,53.88,67.4158,10.47,96,93,4.36,overcast clouds
660,Heihe,CN,50.2441,127.4902,-12.42,99,81,5.48,broken clouds
661,Whyalla,AU,-33.0333,137.5833,71.67,44,100,12.39,overcast clouds
662,Kandrian,PG,-6.2167,149.55,76.93,88,96,3.87,light rain
663,Takoradze,GH,4.8845,-1.7554,80.87,77,29,8.93,scattered clouds
664,Grand Gaube,MU,-20.0064,57.6608,78.39,69,74,11.99,broken clouds
665,Sinnamary,GF,5.3833,-52.95,78.93,88,100,11.41,overcast clouds
666,Cortez,US,37.3489,-108.5859,23.04,45,0,4.61,clear sky
667,Barnāla,IN,30.3833,75.55,57.42,28,0,3.0,clear sky
668,Kunduz,AF,36.729,68.857,47.91,41,29,0.87,scattered clouds
669,Charyshskoye,RU,51.3978,83.5598,15.67,84,56,3.89,broken clouds
670,Loikaw,MM,19.6742,97.2094,61.29,84,49,1.95,scattered clouds
671,Bata,GQ,1.8639,9.7658,80.26,79,73,3.96,broken clouds
672,Egvekinot,RU,66.3167,-179.1667,10.49,61,71,10.0,broken clouds
673,Nguru,NG,12.8791,10.4526,78.04,15,87,9.57,overcast clouds
674,Antalaha,MG,-14.9003,50.2788,74.71,80,93,3.78,overcast clouds
675,Lere,NG,10.387,8.5726,74.32,21,89,6.35,overcast clouds
676,Redditch,GB,52.3065,-1.9457,38.34,92,92,6.53,overcast clouds
677,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,16.39,79,75,6.71,broken clouds
678,Jember,ID,-8.166,113.7032,72.63,94,88,0.63,overcast clouds
679,Adrar,MR,20.5022,-10.0711,76.98,22,61,9.84,broken clouds
680,Paragominas,BR,-2.9667,-47.4833,84.76,61,94,3.15,overcast clouds
681,Karacabey,TR,40.2152,28.4038,62.98,66,57,4.07,broken clouds
682,Huinan,CN,42.6225,126.2614,-3.89,83,72,6.13,broken clouds
683,Huarmey,PE,-10.0681,-78.1522,74.75,73,57,12.12,broken clouds
684,Jiuquan,CN,39.7432,98.5174,11.84,52,0,4.47,clear sky
685,Soyo,AO,-6.1349,12.3689,78.49,83,62,9.17,light rain
686,Vila,PT,42.0304,-8.1588,45.48,87,86,4.74,overcast clouds
687,Xuanzhou,CN,30.9525,118.7553,28.98,43,4,7.63,clear sky
688,Kenai,US,60.5544,-151.2583,3.15,83,0,4.61,mist
689,Calabozo,VE,8.9242,-67.4293,93.02,31,23,9.22,few clouds
690,Pundaguitan,PH,6.3711,126.1689,81.27,74,100,8.05,overcast clouds
691,Bafia,CM,4.75,11.2333,77.0,59,66,4.45,broken clouds
692,Ketchikan,US,55.3422,-131.6461,30.18,68,0,5.75,clear sky
693,Osinki,RU,52.8432,49.5132,28.49,81,100,10.16,overcast clouds
694,Bowen,AU,-20.0167,148.2333,79.32,70,69,18.34,broken clouds
695,Keskin,TR,39.6731,33.6136,46.4,79,89,3.69,overcast clouds
696,Barcelos,PT,41.5388,-8.6151,59.14,91,87,5.12,overcast clouds
697,Lodwar,KE,3.1191,35.5973,87.82,32,24,8.39,few clouds
